Area,Item,Year,Unit,Value
Madagascar,"Onions and shallots, green",2021,100 g/ha,21579
Madagascar,Oranges,2020,100 g/ha,64256
Madagascar,Oranges,2021,100 g/ha,64390
Madagascar,"Other beans, green",2020,100 g/ha,23775
Madagascar,"Other beans, green",2021,100 g/ha,23872
Madagascar,"Other fibre crops, raw, n.e.c.",2020,100 g/ha,6443
Madagascar,"Other fibre crops, raw, n.e.c.",2021,100 g/ha,6361
Madagascar,"Other fruits, n.e.c.",2020,100 g/ha,68818
Madagascar,"Other fruits, n.e.c.",2021,100 g/ha,68851
Madagascar,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,42472
Madagascar,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,45761
Madagascar,"Other oil seeds, n.e.c.",2020,100 g/ha,6635
Madagascar,"Other oil seeds, n.e.c.",2021,100 g/ha,6582
Madagascar,Other pulses n.e.c.,2020,100 g/ha,11802
Madagascar,Other pulses n.e.c.,2021,100 g/ha,11861
Madagascar,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,19126
Madagascar,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,19279
Madagascar,"Other tropical fruits, n.e.c.",2020,100 g/ha,42846
Madagascar,"Other tropical fruits, n.e.c.",2021,100 g/ha,43030
Madagascar,"Other vegetables, fresh n.e.c.",2020,100 g/ha,105660
Madagascar,"Other vegetables, fresh n.e.c.",2021,100 g/ha,106856
Madagascar,Peaches and nectarines,2020,100 g/ha,28915
Madagascar,Peaches and nectarines,2021,100 g/ha,28764
Madagascar,Pears,2020,100 g/ha,14604
Madagascar,Pears,2021,100 g/ha,14576
Madagascar,"Peas, dry",2020,100 g/ha,12404
Madagascar,"Peas, dry",2021,100 g/ha,12412
Madagascar,"Peas, green",2020,100 g/ha,10513
Madagascar,"Peas, green",2021,100 g/ha,10513
Madagascar,"Pepper (Piper spp.), raw",2020,100 g/ha,5467
Madagascar,"Pepper (Piper spp.), raw",2021,100 g/ha,5486
Madagascar,Pineapples,2020,100 g/ha,55654
Madagascar,Pineapples,2021,100 g/ha,55736
Madagascar,"Pistachios, in shell",2020,100 g/ha,3843
Madagascar,"Pistachios, in shell",2021,100 g/ha,3817
Madagascar,Plums and sloes,2020,100 g/ha,48498
Madagascar,Plums and sloes,2021,100 g/ha,48297
Madagascar,Pomelos and grapefruits,2020,100 g/ha,79551
Madagascar,Pomelos and grapefruits,2021,100 g/ha,79740
Madagascar,Potatoes,2020,100 g/ha,60148
Madagascar,Potatoes,2021,100 g/ha,60267
Madagascar,Rice,2020,100 g/ha,25248
Madagascar,Rice,2021,100 g/ha,27446
Madagascar,"Seed cotton, unginned",2020,100 g/ha,10600
Madagascar,"Seed cotton, unginned",2021,100 g/ha,10576
Madagascar,"Sisal, raw",2020,100 g/ha,12597
Madagascar,"Sisal, raw",2021,100 g/ha,12619
Madagascar,Sorghum,2020,100 g/ha,5694
Madagascar,Sorghum,2021,100 g/ha,5697
Madagascar,Soya beans,2020,100 g/ha,5922
Madagascar,Soya beans,2021,100 g/ha,5924
Madagascar,Sugar cane,2020,100 g/ha,319619
Madagascar,Sugar cane,2021,100 g/ha,321355
Madagascar,Sweet potatoes,2020,100 g/ha,82478
Madagascar,Sweet potatoes,2021,100 g/ha,83193
Madagascar,Taro,2020,100 g/ha,59885
Madagascar,Taro,2021,100 g/ha,59558
Madagascar,Tea leaves,2020,100 g/ha,3810
Madagascar,Tea leaves,2021,100 g/ha,3834
Madagascar,Tomatoes,2020,100 g/ha,83365
Madagascar,Tomatoes,2021,100 g/ha,84141
Madagascar,Tung nuts,2020,100 g/ha,6525
Madagascar,Tung nuts,2021,100 g/ha,6513
Madagascar,Unmanufactured tobacco,2020,100 g/ha,8565
Madagascar,Unmanufactured tobacco,2021,100 g/ha,8565
Madagascar,"Vanilla, raw",2020,100 g/ha,424
Madagascar,"Vanilla, raw",2021,100 g/ha,413
Madagascar,Wheat,2020,100 g/ha,24016
Madagascar,Wheat,2021,100 g/ha,24044
Malawi,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,100 g/ha,5675
Malawi,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,100 g/ha,5673
Malawi,Apples,2020,100 g/ha,40758
Malawi,Apples,2021,100 g/ha,40938
Malawi,Avocados,2020,100 g/ha,51662
Malawi,Avocados,2021,100 g/ha,51705
Malawi,Bananas,2020,100 g/ha,307800
Malawi,Bananas,2021,100 g/ha,308071
Malawi,"Beans, dry",2020,100 g/ha,6461
Malawi,"Beans, dry",2021,100 g/ha,6263
Malawi,"Broad beans and horse beans, green",2020,100 g/ha,89411
Malawi,"Broad beans and horse beans, green",2021,100 g/ha,90157
Malawi,Cabbages,2020,100 g/ha,221664
Malawi,Cabbages,2021,100 g/ha,222643
Malawi,Carrots and turnips,2020,100 g/ha,200086
Malawi,Carrots and turnips,2021,100 g/ha,200250
Malawi,"Cashew nuts, in shell",2020,100 g/ha,21436
Malawi,"Cashew nuts, in shell",2021,100 g/ha,21448
Malawi,"Cassava, fresh",2020,100 g/ha,242311
Malawi,"Cassava, fresh",2021,100 g/ha,246497
Malawi,"Chick peas, dry",2020,100 g/ha,4771
Malawi,"Chick peas, dry",2021,100 g/ha,7008
Malawi,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,100 g/ha,6929
Malawi,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,100 g/ha,7055
Malawi,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,40250
Malawi,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,40508
Malawi,"Coffee, green",2020,100 g/ha,20737
Malawi,"Coffee, green",2021,100 g/ha,21611
Malawi,"Cow peas, dry",2020,100 g/ha,4940
Malawi,"Cow peas, dry",2021,100 g/ha,4493
Malawi,Cucumbers and gherkins,2020,100 g/ha,254493
Malawi,Cucumbers and gherkins,2021,100 g/ha,254481
Malawi,Eggplants (aubergines),2020,100 g/ha,310946
Malawi,Eggplants (aubergines),2021,100 g/ha,314694
Malawi,Grapes,2020,100 g/ha,50047
Malawi,Grapes,2021,100 g/ha,49290
Malawi,Green garlic,2020,100 g/ha,66717
Malawi,Green garlic,2021,100 g/ha,66821
Malawi,"Groundnuts, excluding shelled",2020,100 g/ha,8750
Malawi,"Groundnuts, excluding shelled",2021,100 g/ha,8750
Malawi,Lemons and limes,2020,100 g/ha,56333
Malawi,Lemons and limes,2021,100 g/ha,56506
Malawi,"Lentils, dry",2020,100 g/ha,6215
Malawi,"Lentils, dry",2021,100 g/ha,6114
Malawi,Maize (corn),2020,100 g/ha,20955
Malawi,Maize (corn),2021,100 g/ha,26177
Malawi,"Mangoes, guavas and mangosteens",2020,100 g/ha,291576
Malawi,"Mangoes, guavas and mangosteens",2021,100 g/ha,242307
Malawi,Millet,2020,100 g/ha,8529
Malawi,Millet,2021,100 g/ha,7510
Malawi,"Nutmeg, mace, cardamoms, raw",2020,100 g/ha,6010
Malawi,"Nutmeg, mace, cardamoms, raw",2021,100 g/ha,6042
Malawi,Okra,2020,100 g/ha,18956
Malawi,Okra,2021,100 g/ha,19474
Malawi,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,210890
Malawi,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,210863
Malawi,Oranges,2020,100 g/ha,71013
Malawi,Oranges,2021,100 g/ha,71867
Malawi,"Other citrus fruit, n.e.c.",2020,100 g/ha,60364
Malawi,"Other citrus fruit, n.e.c.",2021,100 g/ha,60360
Malawi,"Other fruits, n.e.c.",2020,100 g/ha,51122
Malawi,"Other fruits, n.e.c.",2021,100 g/ha,51123
Malawi,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,9845
Malawi,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,9856
Malawi,Other pulses n.e.c.,2020,100 g/ha,10335
Malawi,Other pulses n.e.c.,2021,100 g/ha,10071
Malawi,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,8444
Malawi,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,8437
Malawi,"Other tropical fruits, n.e.c.",2020,100 g/ha,43734
Malawi,"Other tropical fruits, n.e.c.",2021,100 g/ha,43912
Malawi,"Other vegetables, fresh n.e.c.",2020,100 g/ha,32851
Malawi,"Other vegetables, fresh n.e.c.",2021,100 g/ha,32851
Malawi,Papayas,2020,100 g/ha,121600
Malawi,Papayas,2021,100 g/ha,121751
Malawi,Peaches and nectarines,2020,100 g/ha,73199
Malawi,Peaches and nectarines,2021,100 g/ha,73451
Malawi,"Peas, dry",2020,100 g/ha,8562
Malawi,"Peas, dry",2021,100 g/ha,8923
Malawi,"Peas, green",2020,100 g/ha,20628
Malawi,"Peas, green",2021,100 g/ha,20607
Malawi,"Pepper (Piper spp.), raw",2020,100 g/ha,11715
Malawi,"Pepper (Piper spp.), raw",2021,100 g/ha,8004
Malawi,"Pigeon peas, dry",2020,100 g/ha,16577
Malawi,"Pigeon peas, dry",2021,100 g/ha,17393
Malawi,Pineapples,2020,100 g/ha,207191
Malawi,Pineapples,2021,100 g/ha,207191
Malawi,Plantains and cooking bananas,2020,100 g/ha,110880
Malawi,Plantains and cooking bananas,2021,100 g/ha,110389
Malawi,Plums and sloes,2020,100 g/ha,64210
Malawi,Plums and sloes,2021,100 g/ha,64129
Malawi,Potatoes,2020,100 g/ha,180321
Malawi,Potatoes,2021,100 g/ha,183181
Malawi,"Pumpkins, squash and gourds",2020,100 g/ha,224587
Malawi,"Pumpkins, squash and gourds",2021,100 g/ha,224935
Malawi,Rice,2020,100 g/ha,19989
Malawi,Rice,2021,100 g/ha,19113
Malawi,"Seed cotton, unginned",2020,100 g/ha,5000
Malawi,"Seed cotton, unginned",2021,100 g/ha,5015
Malawi,Sesame seed,2020,100 g/ha,3193
Malawi,Sesame seed,2021,100 g/ha,3094
Malawi,"Sisal, raw",2020,100 g/ha,2320
Malawi,"Sisal, raw",2021,100 g/ha,2323
Malawi,Sorghum,2020,100 g/ha,12061
Malawi,Sorghum,2021,100 g/ha,10266
Malawi,Soya beans,2020,100 g/ha,10000
Malawi,Soya beans,2021,100 g/ha,10233
Malawi,Strawberries,2020,100 g/ha,10082
Malawi,Strawberries,2021,100 g/ha,12520
Malawi,String beans,2020,100 g/ha,280295
Malawi,String beans,2021,100 g/ha,276425
Malawi,Sugar cane,2020,100 g/ha,1078256
Malawi,Sugar cane,2021,100 g/ha,1079884
Malawi,Sunflower seed,2020,100 g/ha,11905
Malawi,Sunflower seed,2021,100 g/ha,11200
Malawi,Sweet potatoes,2020,100 g/ha,227998
Malawi,Sweet potatoes,2021,100 g/ha,236992
Malawi,"Tangerines, mandarins, clementines",2020,100 g/ha,90220
Malawi,"Tangerines, mandarins, clementines",2021,100 g/ha,90375
Malawi,Tea leaves,2020,100 g/ha,118089
Malawi,Tea leaves,2021,100 g/ha,119022
Malawi,Tomatoes,2020,100 g/ha,228958
Malawi,Tomatoes,2021,100 g/ha,239506
Malawi,Tung nuts,2020,100 g/ha,11500
Malawi,Tung nuts,2021,100 g/ha,11450
Malawi,Unmanufactured tobacco,2020,100 g/ha,9874
Malawi,Unmanufactured tobacco,2021,100 g/ha,9408
Malawi,"Vanilla, raw",2020,100 g/ha,2596
Malawi,"Vanilla, raw",2021,100 g/ha,2599
Malawi,Watermelons,2020,100 g/ha,355824
Malawi,Watermelons,2021,100 g/ha,359386
Malawi,Wheat,2020,100 g/ha,12650
Malawi,Wheat,2021,100 g/ha,10000
Malaysia,Areca nuts,2020,100 g/ha,22000
Malaysia,Areca nuts,2021,100 g/ha,32439
Malaysia,Avocados,2020,100 g/ha,17842
Malaysia,Avocados,2021,100 g/ha,20075
Malaysia,Bananas,2020,100 g/ha,144793
Malaysia,Bananas,2021,100 g/ha,141839
Malaysia,Cabbages,2020,100 g/ha,250701
Malaysia,Cabbages,2021,100 g/ha,247613
Malaysia,"Cashew nuts, in shell",2020,100 g/ha,21437
Malaysia,"Cashew nuts, in shell",2021,100 g/ha,21367
Malaysia,"Cassava, fresh",2020,100 g/ha,164670
Malaysia,"Cassava, fresh",2021,100 g/ha,163337
Malaysia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,100 g/ha,7603
Malaysia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,100 g/ha,7666
Malaysia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,95256
Malaysia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,93110
Malaysia,"Cloves (whole stems), raw",2020,100 g/ha,2270
Malaysia,"Cloves (whole stems), raw",2021,100 g/ha,2262
Malaysia,Cocoa beans,2020,100 g/ha,1235
Malaysia,Cocoa beans,2021,100 g/ha,894
Malaysia,"Coconuts, in shell",2020,100 g/ha,75282
Malaysia,"Coconuts, in shell",2021,100 g/ha,78292
Malaysia,"Coffee, green",2020,100 g/ha,27218
Malaysia,"Coffee, green",2021,100 g/ha,27603
Malaysia,Cucumbers and gherkins,2020,100 g/ha,200098
Malaysia,Cucumbers and gherkins,2021,100 g/ha,199447
Malaysia,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,100 g/ha,74415
Malaysia,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,100 g/ha,73689
Malaysia,"Ginger, raw",2020,100 g/ha,136487
Malaysia,"Ginger, raw",2021,100 g/ha,123462
Malaysia,"Groundnuts, excluding shelled",2020,100 g/ha,31964
Malaysia,"Groundnuts, excluding shelled",2021,100 g/ha,24836
Malaysia,"Kenaf, and other textile bast fibres, raw or retted",2020,100 g/ha,39668
Malaysia,"Kenaf, and other textile bast fibres, raw or retted",2021,100 g/ha,24693
Malaysia,Lemons and limes,2020,100 g/ha,89892
Malaysia,Lemons and limes,2021,100 g/ha,98750
Malaysia,Lettuce and chicory,2020,100 g/ha,172044
Malaysia,Lettuce and chicory,2021,100 g/ha,170101
Malaysia,Maize (corn),2020,100 g/ha,73647
Malaysia,Maize (corn),2021,100 g/ha,74351
Malaysia,"Mangoes, guavas and mangosteens",2020,100 g/ha,108713
Malaysia,"Mangoes, guavas and mangosteens",2021,100 g/ha,106574
Malaysia,Natural rubber in primary forms,2020,100 g/ha,4518
Malaysia,Natural rubber in primary forms,2021,100 g/ha,4130
Malaysia,"Nutmeg, mace, cardamoms, raw",2020,100 g/ha,29382
Malaysia,"Nutmeg, mace, cardamoms, raw",2021,100 g/ha,66000
Malaysia,Oil palm fruit,2020,100 g/ha,185348
Malaysia,Oil palm fruit,2021,100 g/ha,177664
Malaysia,Okra,2020,100 g/ha,160707
Malaysia,Okra,2021,100 g/ha,162407
Malaysia,Oranges,2020,100 g/ha,89972
Malaysia,Oranges,2021,100 g/ha,91133
Malaysia,"Other citrus fruit, n.e.c.",2020,100 g/ha,49266
Malaysia,"Other citrus fruit, n.e.c.",2021,100 g/ha,49440
Malaysia,"Other fruits, n.e.c.",2020,100 g/ha,77411
Malaysia,"Other fruits, n.e.c.",2021,100 g/ha,76874
Malaysia,"Other oil seeds, n.e.c.",2020,100 g/ha,12708
Malaysia,"Other oil seeds, n.e.c.",2021,100 g/ha,12799
Malaysia,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,101987
Malaysia,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,100445
Malaysia,"Other tropical fruits, n.e.c.",2020,100 g/ha,51783
Malaysia,"Other tropical fruits, n.e.c.",2021,100 g/ha,52020
Malaysia,"Other vegetables, fresh n.e.c.",2020,100 g/ha,194093
Malaysia,"Other vegetables, fresh n.e.c.",2021,100 g/ha,194199
Malaysia,Papayas,2020,100 g/ha,272508
Malaysia,Papayas,2021,100 g/ha,241080
Malaysia,"Pepper (Piper spp.), raw",2020,100 g/ha,38399
Malaysia,"Pepper (Piper spp.), raw",2021,100 g/ha,40800
Malaysia,Pineapples,2020,100 g/ha,285787
Malaysia,Pineapples,2021,100 g/ha,284126
Malaysia,Pomelos and grapefruits,2020,100 g/ha,189394
Malaysia,Pomelos and grapefruits,2021,100 g/ha,200160
Malaysia,"Pumpkins, squash and gourds",2020,100 g/ha,149675
Malaysia,"Pumpkins, squash and gourds",2021,100 g/ha,120609
Malaysia,Rice,2020,100 g/ha,36538
Malaysia,Rice,2021,100 g/ha,37452
Malaysia,Spinach,2020,100 g/ha,125096
Malaysia,Spinach,2021,100 g/ha,123782
Malaysia,Sugar cane,2020,100 g/ha,179453
Malaysia,Sugar cane,2021,100 g/ha,188035
Malaysia,Sweet potatoes,2020,100 g/ha,171430
Malaysia,Sweet potatoes,2021,100 g/ha,176363
Malaysia,Tea leaves,2020,100 g/ha,50262
Malaysia,Tea leaves,2021,100 g/ha,35930
Malaysia,Tomatoes,2020,100 g/ha,928059
Malaysia,Tomatoes,2021,100 g/ha,926031
Malaysia,Unmanufactured tobacco,2020,100 g/ha,11223
Malaysia,Unmanufactured tobacco,2021,100 g/ha,11544
Malaysia,Watermelons,2020,100 g/ha,153904
Malaysia,Watermelons,2021,100 g/ha,182126
Maldives,Areca nuts,2020,100 g/ha,9803
Maldives,Areca nuts,2021,100 g/ha,9802
Maldives,Bananas,2020,100 g/ha,288335
Maldives,Bananas,2021,100 g/ha,288335
Maldives,"Cassava, fresh",2020,100 g/ha,15537
Maldives,"Cassava, fresh",2021,100 g/ha,16096
Maldives,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,100 g/ha,9924
Maldives,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,100 g/ha,10027
Maldives,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,33573
Maldives,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,33595
Maldives,"Coconuts, in shell",2020,100 g/ha,42943
Maldives,"Coconuts, in shell",2021,100 g/ha,42826
Maldives,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,100 g/ha,53265
Maldives,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,100 g/ha,54188
Maldives,Lemons and limes,2020,100 g/ha,76811
Maldives,Lemons and limes,2021,100 g/ha,75733
Maldives,Maize (corn),2020,100 g/ha,40126
Maldives,Maize (corn),2021,100 g/ha,39365
Maldives,"Mangoes, guavas and mangosteens",2020,100 g/ha,50388
Maldives,"Mangoes, guavas and mangosteens",2021,100 g/ha,49819
Maldives,Millet,2020,100 g/ha,8702
Maldives,Millet,2021,100 g/ha,8575
Maldives,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,37455
Maldives,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,36994
Maldives,"Other fruits, n.e.c.",2020,100 g/ha,100527
Maldives,"Other fruits, n.e.c.",2021,100 g/ha,100546
Maldives,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,48437
Maldives,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,48514
Maldives,Other pulses n.e.c.,2020,100 g/ha,8530
Maldives,Other pulses n.e.c.,2021,100 g/ha,8362
Maldives,"Other vegetables, fresh n.e.c.",2020,100 g/ha,11066
Maldives,"Other vegetables, fresh n.e.c.",2021,100 g/ha,10943
Maldives,Papayas,2020,100 g/ha,53835
Maldives,Papayas,2021,100 g/ha,53719
Maldives,Sorghum,2020,100 g/ha,11753
Maldives,Sorghum,2021,100 g/ha,11841
Maldives,Sweet potatoes,2020,100 g/ha,10247
Maldives,Sweet potatoes,2021,100 g/ha,10272
Maldives,Taro,2020,100 g/ha,58145
Maldives,Taro,2021,100 g/ha,58250
Maldives,Tomatoes,2020,100 g/ha,161340
Maldives,Tomatoes,2021,100 g/ha,161345
Mali,"Bambara beans, dry",2020,100 g/ha,6710
Mali,"Bambara beans, dry",2021,100 g/ha,4838
Mali,Bananas,2020,100 g/ha,238335
Mali,Bananas,2021,100 g/ha,132413
Mali,"Beans, dry",2020,100 g/ha,100439
Mali,"Beans, dry",2021,100 g/ha,100495
Mali,Cabbages,2020,100 g/ha,204676
Mali,Cabbages,2021,100 g/ha,193657
Mali,Cantaloupes and other melons,2020,100 g/ha,181608
Mali,Cantaloupes and other melons,2021,100 g/ha,164671
Mali,Carrots and turnips,2020,100 g/ha,163659
Mali,Carrots and turnips,2021,100 g/ha,146515
Mali,"Cashew nuts, in shell",2020,100 g/ha,18233
Mali,"Cashew nuts, in shell",2021,100 g/ha,15089
Mali,Cashewapple,2020,100 g/ha,42680
Mali,Cashewapple,2021,100 g/ha,43220
Mali,"Cassava, fresh",2020,100 g/ha,155556
Mali,"Cassava, fresh",2021,100 g/ha,124642
Mali,Cereals n.e.c.,2020,100 g/ha,4571
Mali,Cereals n.e.c.,2021,100 g/ha,4616
Mali,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,100 g/ha,8588
Mali,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,100 g/ha,8587
Mali,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,38340
Mali,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,38282
Mali,"Cow peas, dry",2020,100 g/ha,5328
Mali,"Cow peas, dry",2021,100 g/ha,4547
Mali,Cucumbers and gherkins,2020,100 g/ha,161558
Mali,Cucumbers and gherkins,2021,100 g/ha,156900
Mali,Dates,2020,100 g/ha,110264
Mali,Dates,2021,100 g/ha,119062
Mali,Eggplants (aubergines),2020,100 g/ha,148326
Mali,Eggplants (aubergines),2021,100 g/ha,176227
Mali,Fonio,2020,100 g/ha,6435
Mali,Fonio,2021,100 g/ha,6206
Mali,"Ginger, raw",2020,100 g/ha,111877
Mali,"Ginger, raw",2021,100 g/ha,91108
Mali,Green garlic,2020,100 g/ha,150389
Mali,Green garlic,2021,100 g/ha,143792
Mali,"Groundnuts, excluding shelled",2020,100 g/ha,10440
Mali,"Groundnuts, excluding shelled",2021,100 g/ha,7787
Mali,Karite nuts (sheanuts),2020,100 g/ha,25071
Mali,Karite nuts (sheanuts),2021,100 g/ha,25056
Mali,"Kenaf, and other textile bast fibres, raw or retted",2020,100 g/ha,5627
Mali,"Kenaf, and other textile bast fibres, raw or retted",2021,100 g/ha,5603
Mali,Lemons and limes,2020,100 g/ha,123393
Mali,Lemons and limes,2021,100 g/ha,105604
Mali,Lettuce and chicory,2020,100 g/ha,110820
Mali,Lettuce and chicory,2021,100 g/ha,123015
Mali,Maize (corn),2020,100 g/ha,30055
Mali,Maize (corn),2021,100 g/ha,23454
Mali,"Mangoes, guavas and mangosteens",2020,100 g/ha,176932
Mali,"Mangoes, guavas and mangosteens",2021,100 g/ha,197139
Mali,Melonseed,2020,100 g/ha,128975
Mali,Melonseed,2021,100 g/ha,157008
Mali,Millet,2020,100 g/ha,8876
Mali,Millet,2021,100 g/ha,7155
Mali,Okra,2020,100 g/ha,117293
Mali,Okra,2021,100 g/ha,115599
Mali,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,198231
Mali,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,197656
Mali,"Onions and shallots, green",2020,100 g/ha,249822
Mali,"Onions and shallots, green",2021,100 g/ha,253773
Mali,Oranges,2020,100 g/ha,133548
Mali,Oranges,2021,100 g/ha,143538
Mali,"Other beans, green",2020,100 g/ha,105277
Mali,"Other beans, green",2021,100 g/ha,91014
Mali,"Other fruits, n.e.c.",2020,100 g/ha,48993
Mali,"Other fruits, n.e.c.",2021,100 g/ha,48996
Mali,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,9710
Mali,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,9736
Mali,Other pulses n.e.c.,2020,100 g/ha,10122
Mali,Other pulses n.e.c.,2021,100 g/ha,10248
Mali,"Other vegetables, fresh n.e.c.",2020,100 g/ha,53431
Mali,"Other vegetables, fresh n.e.c.",2021,100 g/ha,53380
Mali,Papayas,2020,100 g/ha,190507
Mali,Papayas,2021,100 g/ha,199950
Mali,"Peas, green",2020,100 g/ha,55751
Mali,"Peas, green",2021,100 g/ha,56337
Mali,Pomelos and grapefruits,2020,100 g/ha,109348
Mali,Pomelos and grapefruits,2021,100 g/ha,121495
Mali,Potatoes,2020,100 g/ha,235591
Mali,Potatoes,2021,100 g/ha,226794
Mali,"Pumpkins, squash and gourds",2020,100 g/ha,150971
Mali,"Pumpkins, squash and gourds",2021,100 g/ha,158070
Mali,Rice,2020,100 g/ha,33517
Mali,Rice,2021,100 g/ha,27691
Mali,"Seed cotton, unginned",2020,100 g/ha,8930
Mali,"Seed cotton, unginned",2021,100 g/ha,10151
Mali,Sesame seed,2020,100 g/ha,4454
Mali,Sesame seed,2021,100 g/ha,4640
Mali,Sorghum,2020,100 g/ha,9950
Mali,Sorghum,2021,100 g/ha,8018
Mali,Soya beans,2020,100 g/ha,6557
Mali,Soya beans,2021,100 g/ha,7138
Mali,Sugar beet,2020,100 g/ha,153943
Mali,Sugar beet,2021,100 g/ha,154955
Mali,Sugar cane,2020,100 g/ha,725057
Mali,Sugar cane,2021,100 g/ha,725487
Mali,Sweet potatoes,2020,100 g/ha,146580
Mali,Sweet potatoes,2021,100 g/ha,154869
