Area,Item,Year,Unit,Value
Togo,"Seed cotton, unginned",2020,100 g/ha,6464
Togo,"Seed cotton, unginned",2021,100 g/ha,6492
Togo,Sesame seed,2020,100 g/ha,3323
Togo,Sesame seed,2021,100 g/ha,3347
Togo,Sorghum,2020,100 g/ha,9030
Togo,Sorghum,2021,100 g/ha,8656
Togo,Soya beans,2020,100 g/ha,4628
Togo,Soya beans,2021,100 g/ha,4612
Togo,Sweet potatoes,2020,100 g/ha,35873
Togo,Sweet potatoes,2021,100 g/ha,31870
Togo,Taro,2020,100 g/ha,31175
Togo,Taro,2021,100 g/ha,32692
Togo,Tomatoes,2020,100 g/ha,42970
Togo,Tomatoes,2021,100 g/ha,42586
Togo,Unmanufactured tobacco,2020,100 g/ha,4408
Togo,Unmanufactured tobacco,2021,100 g/ha,4403
Togo,Yams,2020,100 g/ha,88157
Togo,Yams,2021,100 g/ha,86766
Tokelau,Bananas,2020,100 g/ha,30525
Tokelau,Bananas,2021,100 g/ha,30505
Tokelau,"Coconuts, in shell",2020,100 g/ha,79437
Tokelau,"Coconuts, in shell",2021,100 g/ha,80579
Tokelau,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,100 g/ha,133761
Tokelau,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,100 g/ha,133814
Tokelau,"Other tropical fruits, n.e.c.",2020,100 g/ha,60000
Tokelau,"Other tropical fruits, n.e.c.",2021,100 g/ha,60000
Tonga,Bananas,2020,100 g/ha,14609
Tonga,Bananas,2021,100 g/ha,14567
Tonga,"Cassava, fresh",2020,100 g/ha,152249
Tonga,"Cassava, fresh",2021,100 g/ha,152205
Tonga,"Coconuts, in shell",2020,100 g/ha,302857
Tonga,"Coconuts, in shell",2021,100 g/ha,307881
Tonga,"Coffee, green",2020,100 g/ha,14994
Tonga,"Coffee, green",2021,100 g/ha,14952
Tonga,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,100 g/ha,84609
Tonga,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,100 g/ha,84796
Tonga,"Groundnuts, excluding shelled",2020,100 g/ha,6148
Tonga,"Groundnuts, excluding shelled",2021,100 g/ha,6146
Tonga,Lemons and limes,2020,100 g/ha,20428
Tonga,Lemons and limes,2021,100 g/ha,20148
Tonga,Oranges,2020,100 g/ha,37207
Tonga,Oranges,2021,100 g/ha,37027
Tonga,"Other fruits, n.e.c.",2020,100 g/ha,3721
Tonga,"Other fruits, n.e.c.",2021,100 g/ha,3714
Tonga,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,28308
Tonga,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,28189
Tonga,"Other tropical fruits, n.e.c.",2020,100 g/ha,20790
Tonga,"Other tropical fruits, n.e.c.",2021,100 g/ha,20791
Tonga,"Other vegetables, fresh n.e.c.",2020,100 g/ha,12896
Tonga,"Other vegetables, fresh n.e.c.",2021,100 g/ha,12910
Tonga,Plantains and cooking bananas,2020,100 g/ha,98444
Tonga,Plantains and cooking bananas,2021,100 g/ha,99515
Tonga,"Pumpkins, squash and gourds",2020,100 g/ha,90927
Tonga,"Pumpkins, squash and gourds",2021,100 g/ha,91000
Tonga,Sweet potatoes,2020,100 g/ha,101004
Tonga,Sweet potatoes,2021,100 g/ha,101816
Tonga,Taro,2020,100 g/ha,73188
Tonga,Taro,2021,100 g/ha,72494
Tonga,Tomatoes,2020,100 g/ha,331552
Tonga,Tomatoes,2021,100 g/ha,329847
Tonga,"Vanilla, raw",2020,100 g/ha,6627
Tonga,"Vanilla, raw",2021,100 g/ha,6644
Tonga,Watermelons,2020,100 g/ha,72656
Tonga,Watermelons,2021,100 g/ha,73201
Tonga,Yams,2020,100 g/ha,134620
Tonga,Yams,2021,100 g/ha,134392
Trinidad and Tobago,Avocados,2020,100 g/ha,143264
Trinidad and Tobago,Avocados,2021,100 g/ha,146689
Trinidad and Tobago,Bananas,2020,100 g/ha,33602
Trinidad and Tobago,Bananas,2021,100 g/ha,33689
Trinidad and Tobago,Cabbages,2020,100 g/ha,87176
Trinidad and Tobago,Cabbages,2021,100 g/ha,168039
Trinidad and Tobago,"Cassava, fresh",2020,100 g/ha,173877
Trinidad and Tobago,"Cassava, fresh",2021,100 g/ha,202698
Trinidad and Tobago,Cauliflowers and broccoli,2020,100 g/ha,40256
Trinidad and Tobago,Cauliflowers and broccoli,2021,100 g/ha,658213
Trinidad and Tobago,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,39921
Trinidad and Tobago,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,73681
Trinidad and Tobago,Cocoa beans,2020,100 g/ha,785
Trinidad and Tobago,Cocoa beans,2021,100 g/ha,771
Trinidad and Tobago,"Coconuts, in shell",2020,100 g/ha,62567
Trinidad and Tobago,"Coconuts, in shell",2021,100 g/ha,62857
Trinidad and Tobago,"Coffee, green",2020,100 g/ha,1462
Trinidad and Tobago,"Coffee, green",2021,100 g/ha,1460
Trinidad and Tobago,"Cow peas, dry",2020,100 g/ha,32184
Trinidad and Tobago,"Cow peas, dry",2021,100 g/ha,32108
Trinidad and Tobago,Cucumbers and gherkins,2020,100 g/ha,119126
Trinidad and Tobago,Cucumbers and gherkins,2021,100 g/ha,108994
Trinidad and Tobago,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,100 g/ha,69840
Trinidad and Tobago,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,100 g/ha,70825
Trinidad and Tobago,Eggplants (aubergines),2020,100 g/ha,69820
Trinidad and Tobago,Eggplants (aubergines),2021,100 g/ha,53983
Trinidad and Tobago,"Ginger, raw",2020,100 g/ha,6471
Trinidad and Tobago,"Ginger, raw",2021,100 g/ha,36432
Trinidad and Tobago,Green corn (maize),2020,100 g/ha,24525
Trinidad and Tobago,Green corn (maize),2021,100 g/ha,13610
Trinidad and Tobago,Leeks and other alliaceous vegetables,2020,100 g/ha,170220
Trinidad and Tobago,Leeks and other alliaceous vegetables,2021,100 g/ha,170288
Trinidad and Tobago,Lemons and limes,2020,100 g/ha,52950
Trinidad and Tobago,Lemons and limes,2021,100 g/ha,53101
Trinidad and Tobago,Lettuce and chicory,2020,100 g/ha,117647
Trinidad and Tobago,Lettuce and chicory,2021,100 g/ha,133005
Trinidad and Tobago,Maize (corn),2020,100 g/ha,16667
Trinidad and Tobago,Maize (corn),2021,100 g/ha,16667
Trinidad and Tobago,"Mangoes, guavas and mangosteens",2020,100 g/ha,151227
Trinidad and Tobago,"Mangoes, guavas and mangosteens",2021,100 g/ha,159316
Trinidad and Tobago,"Nutmeg, mace, cardamoms, raw",2020,100 g/ha,5472
Trinidad and Tobago,"Nutmeg, mace, cardamoms, raw",2021,100 g/ha,5470
Trinidad and Tobago,Okra,2020,100 g/ha,18194
Trinidad and Tobago,Okra,2021,100 g/ha,45279
Trinidad and Tobago,Oranges,2020,100 g/ha,22738
Trinidad and Tobago,Oranges,2021,100 g/ha,21876
Trinidad and Tobago,"Other citrus fruit, n.e.c.",2020,100 g/ha,104385
Trinidad and Tobago,"Other citrus fruit, n.e.c.",2021,100 g/ha,104175
Trinidad and Tobago,"Other fruits, n.e.c.",2020,100 g/ha,58434
Trinidad and Tobago,"Other fruits, n.e.c.",2021,100 g/ha,58007
Trinidad and Tobago,Other pulses n.e.c.,2020,100 g/ha,74951
Trinidad and Tobago,Other pulses n.e.c.,2021,100 g/ha,76964
Trinidad and Tobago,"Other vegetables, fresh n.e.c.",2020,100 g/ha,108439
Trinidad and Tobago,"Other vegetables, fresh n.e.c.",2021,100 g/ha,44845
Trinidad and Tobago,Papayas,2020,100 g/ha,210127
Trinidad and Tobago,Papayas,2021,100 g/ha,208955
Trinidad and Tobago,"Pigeon peas, dry",2020,100 g/ha,10196
Trinidad and Tobago,"Pigeon peas, dry",2021,100 g/ha,30843
Trinidad and Tobago,Pineapples,2020,100 g/ha,75930
Trinidad and Tobago,Pineapples,2021,100 g/ha,61324
Trinidad and Tobago,Plantains and cooking bananas,2020,100 g/ha,35366
Trinidad and Tobago,Plantains and cooking bananas,2021,100 g/ha,34851
Trinidad and Tobago,Pomelos and grapefruits,2020,100 g/ha,81987
Trinidad and Tobago,Pomelos and grapefruits,2021,100 g/ha,81990
Trinidad and Tobago,"Pumpkins, squash and gourds",2020,100 g/ha,38872
Trinidad and Tobago,"Pumpkins, squash and gourds",2021,100 g/ha,32948
Trinidad and Tobago,Rice,2020,100 g/ha,9512
Trinidad and Tobago,Rice,2021,100 g/ha,9505
Trinidad and Tobago,Sweet potatoes,2020,100 g/ha,106525
Trinidad and Tobago,Sweet potatoes,2021,100 g/ha,77925
Trinidad and Tobago,Taro,2020,100 g/ha,69365
Trinidad and Tobago,Taro,2021,100 g/ha,116345
Trinidad and Tobago,Tomatoes,2020,100 g/ha,172632
Trinidad and Tobago,Tomatoes,2021,100 g/ha,170795
Trinidad and Tobago,Unmanufactured tobacco,2020,100 g/ha,16961
Trinidad and Tobago,Unmanufactured tobacco,2021,100 g/ha,16746
Trinidad and Tobago,Watermelons,2020,100 g/ha,103672
Trinidad and Tobago,Watermelons,2021,100 g/ha,49676
Trinidad and Tobago,Yams,2020,100 g/ha,190000
Trinidad and Tobago,Yams,2021,100 g/ha,197500
Trinidad and Tobago,Yautia,2020,100 g/ha,98553
Trinidad and Tobago,Yautia,2021,100 g/ha,98580
Tunisia,"Almonds, in shell",2020,100 g/ha,3468
Tunisia,"Almonds, in shell",2021,100 g/ha,3513
Tunisia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,100 g/ha,7906
Tunisia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,100 g/ha,7917
Tunisia,Apples,2020,100 g/ha,55988
Tunisia,Apples,2021,100 g/ha,56738
Tunisia,Apricots,2020,100 g/ha,52075
Tunisia,Apricots,2021,100 g/ha,53238
Tunisia,Artichokes,2020,100 g/ha,71663
Tunisia,Artichokes,2021,100 g/ha,71658
Tunisia,Avocados,2020,100 g/ha,108676
Tunisia,Avocados,2021,100 g/ha,108179
Tunisia,Barley,2020,100 g/ha,8598
Tunisia,Barley,2021,100 g/ha,8417
Tunisia,"Beans, dry",2020,100 g/ha,8278
Tunisia,"Beans, dry",2021,100 g/ha,8186
Tunisia,"Broad beans and horse beans, dry",2020,100 g/ha,11336
Tunisia,"Broad beans and horse beans, dry",2021,100 g/ha,13894
Tunisia,"Broad beans and horse beans, green",2020,100 g/ha,133511
Tunisia,"Broad beans and horse beans, green",2021,100 g/ha,134657
Tunisia,Cabbages,2020,100 g/ha,114058
Tunisia,Cabbages,2021,100 g/ha,114763
Tunisia,Cantaloupes and other melons,2020,100 g/ha,105531
Tunisia,Cantaloupes and other melons,2021,100 g/ha,105643
Tunisia,Carrots and turnips,2020,100 g/ha,182967
Tunisia,Carrots and turnips,2021,100 g/ha,183793
Tunisia,Cauliflowers and broccoli,2020,100 g/ha,109526
Tunisia,Cauliflowers and broccoli,2021,100 g/ha,109510
Tunisia,Cereals n.e.c.,2020,100 g/ha,18291
Tunisia,Cereals n.e.c.,2021,100 g/ha,18627
Tunisia,Cherries,2020,100 g/ha,44942
Tunisia,Cherries,2021,100 g/ha,45292
Tunisia,"Chick peas, dry",2020,100 g/ha,12262
Tunisia,"Chick peas, dry",2021,100 g/ha,11000
Tunisia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,100 g/ha,25241
Tunisia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,100 g/ha,25239
Tunisia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,222794
Tunisia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,226359
Tunisia,Cranberries,2020,100 g/ha,64538
Tunisia,Cranberries,2021,100 g/ha,64547
Tunisia,Cucumbers and gherkins,2020,100 g/ha,222984
Tunisia,Cucumbers and gherkins,2021,100 g/ha,221896
Tunisia,Dates,2020,100 g/ha,45833
Tunisia,Dates,2021,100 g/ha,46950
Tunisia,Eggplants (aubergines),2020,100 g/ha,139758
Tunisia,Eggplants (aubergines),2021,100 g/ha,139765
Tunisia,Figs,2020,100 g/ha,14712
Tunisia,Figs,2021,100 g/ha,14709
Tunisia,Grapes,2020,100 g/ha,70481
Tunisia,Grapes,2021,100 g/ha,71772
Tunisia,Green garlic,2020,100 g/ha,111366
Tunisia,Green garlic,2021,100 g/ha,110133
Tunisia,"Hazelnuts, in shell",2020,100 g/ha,9289
Tunisia,"Hazelnuts, in shell",2021,100 g/ha,9315
Tunisia,Kiwi fruit,2020,100 g/ha,54256
Tunisia,Kiwi fruit,2021,100 g/ha,54316
Tunisia,Lemons and limes,2020,100 g/ha,149159
Tunisia,Lemons and limes,2021,100 g/ha,148559
Tunisia,"Lentils, dry",2020,100 g/ha,5058
Tunisia,"Lentils, dry",2021,100 g/ha,5017
Tunisia,Lettuce and chicory,2020,100 g/ha,210208
Tunisia,Lettuce and chicory,2021,100 g/ha,210140
Tunisia,Linseed,2020,100 g/ha,32209
Tunisia,Linseed,2021,100 g/ha,32940
Tunisia,Locust beans (carobs),2020,100 g/ha,20146
Tunisia,Locust beans (carobs),2021,100 g/ha,20076
Tunisia,Oats,2020,100 g/ha,3537
Tunisia,Oats,2021,100 g/ha,3554
Tunisia,Olives,2020,100 g/ha,5465
Tunisia,Olives,2021,100 g/ha,5465
Tunisia,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,328232
Tunisia,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,337712
Tunisia,"Onions and shallots, green",2020,100 g/ha,281467
Tunisia,"Onions and shallots, green",2021,100 g/ha,284239
Tunisia,Oranges,2020,100 g/ha,197830
Tunisia,Oranges,2021,100 g/ha,214077
Tunisia,"Other beans, green",2020,100 g/ha,30325
Tunisia,"Other beans, green",2021,100 g/ha,30559
Tunisia,Other berries and fruits of the genus vaccinium n.e.c.,2020,100 g/ha,91521
Tunisia,Other berries and fruits of the genus vaccinium n.e.c.,2021,100 g/ha,93131
Tunisia,"Other citrus fruit, n.e.c.",2020,100 g/ha,104649
Tunisia,"Other citrus fruit, n.e.c.",2021,100 g/ha,104609
Tunisia,"Other fruits, n.e.c.",2020,100 g/ha,48230
Tunisia,"Other fruits, n.e.c.",2021,100 g/ha,47880
Tunisia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,7479
Tunisia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,7472
Tunisia,Other pulses n.e.c.,2020,100 g/ha,8524
Tunisia,Other pulses n.e.c.,2021,100 g/ha,8519
Tunisia,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,10353
Tunisia,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,10290
Tunisia,Other stone fruits,2020,100 g/ha,93312
Tunisia,Other stone fruits,2021,100 g/ha,93310
Tunisia,"Other tropical fruits, n.e.c.",2020,100 g/ha,83330
Tunisia,"Other tropical fruits, n.e.c.",2021,100 g/ha,84147
Tunisia,"Other vegetables, fresh n.e.c.",2020,100 g/ha,144270
Tunisia,"Other vegetables, fresh n.e.c.",2021,100 g/ha,144999
Tunisia,Peaches and nectarines,2020,100 g/ha,102172
Tunisia,Peaches and nectarines,2021,100 g/ha,104853
Tunisia,Pears,2020,100 g/ha,45998
Tunisia,Pears,2021,100 g/ha,46022
Tunisia,"Peas, dry",2020,100 g/ha,8597
Tunisia,"Peas, dry",2021,100 g/ha,8566
Tunisia,"Peas, green",2020,100 g/ha,42459
Tunisia,"Peas, green",2021,100 g/ha,42309
Tunisia,"Pistachios, in shell",2020,100 g/ha,1158
Tunisia,"Pistachios, in shell",2021,100 g/ha,1123
Tunisia,Plums and sloes,2020,100 g/ha,58017
Tunisia,Plums and sloes,2021,100 g/ha,59126
Tunisia,Pomelos and grapefruits,2020,100 g/ha,221295
Tunisia,Pomelos and grapefruits,2021,100 g/ha,220235
Tunisia,Potatoes,2020,100 g/ha,174623
Tunisia,Potatoes,2021,100 g/ha,176533
Tunisia,"Pumpkins, squash and gourds",2020,100 g/ha,276080
Tunisia,"Pumpkins, squash and gourds",2021,100 g/ha,276075
Tunisia,"Pyrethrum, dried flowers",2020,100 g/ha,2592
Tunisia,"Pyrethrum, dried flowers",2021,100 g/ha,2565
Tunisia,Quinces,2020,100 g/ha,102886
Tunisia,Quinces,2021,100 g/ha,105126
Tunisia,Rape or colza seed,2020,100 g/ha,7099
Tunisia,Rape or colza seed,2021,100 g/ha,7103
Tunisia,"Seed cotton, unginned",2020,100 g/ha,6637
Tunisia,"Seed cotton, unginned",2021,100 g/ha,6645
Tunisia,Sorghum,2020,100 g/ha,5159
Tunisia,Sorghum,2021,100 g/ha,5154
Tunisia,Spinach,2020,100 g/ha,123221
Tunisia,Spinach,2021,100 g/ha,123277
Tunisia,Strawberries,2020,100 g/ha,251172
Tunisia,Strawberries,2021,100 g/ha,250099
Tunisia,Sugar beet,2020,100 g/ha,500477
Tunisia,Sugar beet,2021,100 g/ha,489592
Tunisia,Sunflower seed,2020,100 g/ha,8668
Tunisia,Sunflower seed,2021,100 g/ha,8691
Tunisia,"Tangerines, mandarins, clementines",2020,100 g/ha,84596
Tunisia,"Tangerines, mandarins, clementines",2021,100 g/ha,85108
Tunisia,Tomatoes,2020,100 g/ha,568867
Tunisia,Tomatoes,2021,100 g/ha,577019
Tunisia,Triticale,2020,100 g/ha,26000
Tunisia,Triticale,2021,100 g/ha,23300
Tunisia,Unmanufactured tobacco,2020,100 g/ha,14212
Tunisia,Unmanufactured tobacco,2021,100 g/ha,14165
Tunisia,Vetches,2020,100 g/ha,23740
Tunisia,Vetches,2021,100 g/ha,23975
Tunisia,Watermelons,2020,100 g/ha,871513
Tunisia,Watermelons,2021,100 g/ha,928635
Tunisia,Wheat,2020,100 g/ha,17195
Tunisia,Wheat,2021,100 g/ha,19525
Türkiye,"Almonds, in shell",2020,100 g/ha,30397
Türkiye,"Almonds, in shell",2021,100 g/ha,30832
Türkiye,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,100 g/ha,42720
Türkiye,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,100 g/ha,47535
Türkiye,Apples,2020,100 g/ha,251633
Türkiye,Apples,2021,100 g/ha,266171
Türkiye,Apricots,2020,100 g/ha,62780
Türkiye,Apricots,2021,100 g/ha,59312
Türkiye,Artichokes,2020,100 g/ha,142422
Türkiye,Artichokes,2021,100 g/ha,142299
Türkiye,Asparagus,2020,100 g/ha,87724
Türkiye,Asparagus,2021,100 g/ha,83165
Türkiye,Avocados,2020,100 g/ha,46822
Türkiye,Avocados,2021,100 g/ha,33288
Türkiye,Bananas,2020,100 g/ha,652800
Türkiye,Bananas,2021,100 g/ha,719075
Türkiye,Barley,2020,100 g/ha,26840
Türkiye,Barley,2021,100 g/ha,18651
Türkiye,"Beans, dry",2020,100 g/ha,27147
Türkiye,"Beans, dry",2021,100 g/ha,28313
Türkiye,"Broad beans and horse beans, dry",2020,100 g/ha,26190
Türkiye,"Broad beans and horse beans, dry",2021,100 g/ha,25220
Türkiye,"Broad beans and horse beans, green",2020,100 g/ha,86879
Türkiye,"Broad beans and horse beans, green",2021,100 g/ha,95194
Türkiye,Cabbages,2020,100 g/ha,362357
Türkiye,Cabbages,2021,100 g/ha,236064
Türkiye,Canary seed,2020,100 g/ha,27085
Türkiye,Canary seed,2021,100 g/ha,27389
Türkiye,Cantaloupes and other melons,2020,100 g/ha,249653
Türkiye,Cantaloupes and other melons,2021,100 g/ha,245030
Türkiye,Carrots and turnips,2020,100 g/ha,533349
Türkiye,Carrots and turnips,2021,100 g/ha,583563
Türkiye,Cauliflowers and broccoli,2020,100 g/ha,229826
Türkiye,Cauliflowers and broccoli,2021,100 g/ha,239286
Türkiye,Cherries,2020,100 g/ha,87629
Türkiye,Cherries,2021,100 g/ha,84593
Türkiye,"Chestnuts, in shell",2020,100 g/ha,56035
Türkiye,"Chestnuts, in shell",2021,100 g/ha,57145
Türkiye,"Chick peas, dry",2020,100 g/ha,12317
Türkiye,"Chick peas, dry",2021,100 g/ha,9862
Türkiye,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,100 g/ha,23749
Türkiye,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,100 g/ha,23712
Türkiye,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,338995
Türkiye,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,385261
Türkiye,Cranberries,2020,100 g/ha,199874
Türkiye,Cranberries,2021,100 g/ha,459699
Türkiye,Cucumbers and gherkins,2020,100 g/ha,724140
Türkiye,Cucumbers and gherkins,2021,100 g/ha,728947
Türkiye,Dates,2020,100 g/ha,186035
Türkiye,Dates,2021,100 g/ha,194173
Türkiye,Eggplants (aubergines),2020,100 g/ha,457164
Türkiye,Eggplants (aubergines),2021,100 g/ha,481885
Türkiye,Figs,2020,100 g/ha,59597
Türkiye,Figs,2021,100 g/ha,58503
Türkiye,"Flax, processed but not spun",2020,100 g/ha,5000
Türkiye,"Flax, processed but not spun",2021,100 g/ha,7500
Türkiye,Grapes,2020,100 g/ha,104961
Türkiye,Grapes,2021,100 g/ha,94049
Türkiye,Green garlic,2020,100 g/ha,146121
Türkiye,Green garlic,2021,100 g/ha,185371
Türkiye,"Groundnuts, excluding shelled",2020,100 g/ha,39421
Türkiye,"Groundnuts, excluding shelled",2021,100 g/ha,40430
Türkiye,"Hazelnuts, in shell",2020,100 g/ha,9053
Türkiye,"Hazelnuts, in shell",2021,100 g/ha,9257
Türkiye,Hempseed,2020,100 g/ha,9000
Türkiye,Hempseed,2021,100 g/ha,6173
Türkiye,Kiwi fruit,2020,100 g/ha,226142
Türkiye,Kiwi fruit,2021,100 g/ha,222353
Türkiye,Leeks and other alliaceous vegetables,2020,100 g/ha,317756
Türkiye,Leeks and other alliaceous vegetables,2021,100 g/ha,317865
Türkiye,Lemons and limes,2020,100 g/ha,253226
Türkiye,Lemons and limes,2021,100 g/ha,296747
Türkiye,"Lentils, dry",2020,100 g/ha,14974
Türkiye,"Lentils, dry",2021,100 g/ha,8869
Türkiye,Lettuce and chicory,2020,100 g/ha,238372
Türkiye,Lettuce and chicory,2021,100 g/ha,255770
Türkiye,Linseed,2021,100 g/ha,10000
Türkiye,Locust beans (carobs),2020,100 g/ha,202215
Türkiye,Locust beans (carobs),2021,100 g/ha,191401
Türkiye,Maize (corn),2020,100 g/ha,94127
Türkiye,Maize (corn),2021,100 g/ha,89046
Türkiye,Millet,2020,100 g/ha,30837
Türkiye,Millet,2021,100 g/ha,28989
Türkiye,Oats,2020,100 g/ha,27773
Türkiye,Oats,2021,100 g/ha,20770
Türkiye,Okra,2020,100 g/ha,75861
Türkiye,Okra,2021,100 g/ha,67254
Türkiye,Olives,2020,100 g/ha,14842
Türkiye,Olives,2021,100 g/ha,19554
Türkiye,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,332890
Türkiye,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,357669
Türkiye,"Onions and shallots, green",2020,100 g/ha,171323
Türkiye,"Onions and shallots, green",2021,100 g/ha,178479
Türkiye,Oranges,2020,100 g/ha,289919
Türkiye,Oranges,2021,100 g/ha,361583
Türkiye,"Other beans, green",2020,100 g/ha,131856
Türkiye,"Other beans, green",2021,100 g/ha,129193
Türkiye,Other berries and fruits of the genus vaccinium n.e.c.,2020,100 g/ha,245054
Türkiye,Other berries and fruits of the genus vaccinium n.e.c.,2021,100 g/ha,231980
Türkiye,"Other citrus fruit, n.e.c.",2020,100 g/ha,108308
Türkiye,"Other citrus fruit, n.e.c.",2021,100 g/ha,105322
Türkiye,"Other fruits, n.e.c.",2020,100 g/ha,173951
Türkiye,"Other fruits, n.e.c.",2021,100 g/ha,184704
Türkiye,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,24633
Türkiye,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,24669
Türkiye,Other pulses n.e.c.,2020,100 g/ha,10731
Türkiye,Other pulses n.e.c.,2021,100 g/ha,10265
Türkiye,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,56670
Türkiye,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,58683
Türkiye,Other stone fruits,2020,100 g/ha,198459
Türkiye,Other stone fruits,2021,100 g/ha,200969
Türkiye,"Other vegetables, fresh n.e.c.",2020,100 g/ha,131353
Türkiye,"Other vegetables, fresh n.e.c.",2021,100 g/ha,193658
Türkiye,Peaches and nectarines,2020,100 g/ha,190129
Türkiye,Peaches and nectarines,2021,100 g/ha,177919
Türkiye,Pears,2020,100 g/ha,209263
Türkiye,Pears,2021,100 g/ha,210832
Türkiye,"Peas, dry",2020,100 g/ha,27862
Türkiye,"Peas, dry",2021,100 g/ha,26599
Türkiye,"Peas, green",2020,100 g/ha,94944
Türkiye,"Peas, green",2021,100 g/ha,95840
Türkiye,"Pistachios, in shell",2020,100 g/ha,7762
Türkiye,"Pistachios, in shell",2021,100 g/ha,3065
Türkiye,Plums and sloes,2020,100 g/ha,152900
Türkiye,Plums and sloes,2021,100 g/ha,153185
Türkiye,Pomelos and grapefruits,2020,100 g/ha,471124
Türkiye,Pomelos and grapefruits,2021,100 g/ha,494146
Türkiye,Poppy seed,2020,100 g/ha,5867
Türkiye,Poppy seed,2021,100 g/ha,5022
Türkiye,Potatoes,2020,100 g/ha,351434
Türkiye,Potatoes,2021,100 g/ha,368196
Türkiye,"Pumpkins, squash and gourds",2020,100 g/ha,77529
Türkiye,"Pumpkins, squash and gourds",2021,100 g/ha,76512
Türkiye,Quinces,2020,100 g/ha,244574
Türkiye,Quinces,2021,100 g/ha,242807
Türkiye,Rape or colza seed,2020,100 g/ha,34737
Türkiye,Rape or colza seed,2021,100 g/ha,37232
Türkiye,Rice,2020,100 g/ha,78151
Türkiye,Rice,2021,100 g/ha,77235
Türkiye,Rye,2020,100 g/ha,28373
Türkiye,Rye,2021,100 g/ha,21113
Türkiye,Safflower seed,2020,100 g/ha,14109
Türkiye,Safflower seed,2021,100 g/ha,11209
Türkiye,"Seed cotton, unginned",2020,100 g/ha,49375
Türkiye,"Seed cotton, unginned",2021,100 g/ha,52050
Türkiye,Sesame seed,2020,100 g/ha,7309
Türkiye,Sesame seed,2021,100 g/ha,6993
Türkiye,Sorghum,2020,100 g/ha,50000
Türkiye,Sorghum,2021,100 g/ha,35714
Türkiye,Sour cherries,2020,100 g/ha,91544
Türkiye,Sour cherries,2021,100 g/ha,91222
Türkiye,Soya beans,2020,100 g/ha,44180
Türkiye,Soya beans,2021,100 g/ha,41472
Türkiye,Spinach,2020,100 g/ha,142576
Türkiye,Spinach,2021,100 g/ha,144807
Türkiye,Strawberries,2020,100 g/ha,303997
Türkiye,Strawberries,2021,100 g/ha,358318
Türkiye,String beans,2020,100 g/ha,111740
Türkiye,String beans,2021,100 g/ha,108797
Türkiye,Sugar beet,2020,100 g/ha,684581
Türkiye,Sugar beet,2021,100 g/ha,631620
Türkiye,Sunflower seed,2020,100 g/ha,28379
Türkiye,Sunflower seed,2021,100 g/ha,26829
Türkiye,"Tangerines, mandarins, clementines",2020,100 g/ha,265005
Türkiye,"Tangerines, mandarins, clementines",2021,100 g/ha,299572
Türkiye,Tea leaves,2020,100 g/ha,169882
Türkiye,Tea leaves,2021,100 g/ha,176298
Türkiye,Tomatoes,2020,100 g/ha,756950
